age,education,marital.status,relationship,race,sex,hoursperweek,nativecountry,income
38,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
54,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
46,5th-6th,Divorced,Not-in-family,White,Female,45,United-States,<=50K
25,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
46,Some-college,Divorced,Not-in-family,White,Female,40,United-States,<=50K
36,Some-college,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
23,HS-grad,Never-married,Not-in-family,White,Female,25,United-States,<=50K
29,HS-grad,Separated,Not-in-family,White,Male,40,United-States,<=50K
44,Some-college,Married-civ-spouse,Wife,White,Female,6,United-States,>50K
19,Some-college,Never-married,Own-child,White,Female,16,United-States,<=50K
19,HS-grad,Never-married,Other-relative,White,Female,40,United-States,<=50K
35,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
27,Bachelors,Never-married,Not-in-family,White,Male,50,United-States,<=50K
46,Assoc-acdm,Separated,Not-in-family,White,Male,40,United-States,<=50K
34,Bachelors,Married-civ-spouse,Husband,White,Male,45,,>50K
34,HS-grad,Never-married,Not-in-family,White,Female,35,United-States,<=50K
44,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
45,Some-college,Divorced,Unmarried,White,Female,40,United-States,<=50K
20,HS-grad,Never-married,Other-relative,White,Female,35,United-States,<=50K
25,Bachelors,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
52,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
20,Some-college,Never-married,Own-child,White,Male,40,United-States,<=50K
28,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
50,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
34,Assoc-voc,Divorced,Not-in-family,White,Female,64,United-States,<=50K
28,7th-8th,Married-civ-spouse,Husband,Other,Male,40,Puerto-Rico,<=50K
41,Masters,Married-civ-spouse,Husband,White,Male,65,United-States,>50K
28,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
46,HS-grad,Married-civ-spouse,Husband,White,Male,25,United-States,<=50K
28,Some-college,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
32,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
41,Some-college,Divorced,Not-in-family,Black,Female,24,United-States,<=50K
24,HS-grad,Never-married,Unmarried,Black,Female,40,United-States,<=50K
33,Some-college,Divorced,Unmarried,White,Female,40,United-States,<=50K
46,Doctorate,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
31,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
35,12th,Divorced,Not-in-family,White,Male,50,United-States,>50K
52,1st-4th,Married-civ-spouse,Husband,White,Male,40,Mexico,<=50K
30,11th,Never-married,Own-child,White,Female,19,United-States,<=50K
34,11th,Separated,Not-in-family,Black,Male,40,United-States,<=50K
34,HS-grad,Divorced,Unmarried,White,Female,40,United-States,<=50K
20,Some-college,Married-civ-spouse,Husband,White,Male,30,United-States,<=50K
17,11th,Never-married,Own-child,White,Male,18,United-States,<=50K
32,Bachelors,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
29,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
33,10th,Never-married,Unmarried,White,Female,35,United-States,<=50K
25,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
36,Masters,Never-married,Not-in-family,White,Male,40,United-States,<=50K
23,HS-grad,Never-married,Not-in-family,White,Male,72,Dominican-Republic,<=50K
63,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
47,Masters,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
80,HS-grad,Widowed,Not-in-family,White,Male,24,United-States,<=50K
17,11th,Never-married,Own-child,White,Male,40,United-States,<=50K
40,Bachelors,Married-spouse-absent,Not-in-family,White,Female,40,United-States,<=50K
30,Assoc-acdm,Married-civ-spouse,Wife,White,Female,25,United-States,>50K
27,Some-college,Never-married,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K
33,Masters,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
34,HS-grad,Never-married,Not-in-family,Black,Male,60,United-States,<=50K
34,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
23,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
42,Some-college,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
29,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
45,HS-grad,Divorced,Not-in-family,White,Female,28,United-States,<=50K
24,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
44,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
27,9th,Never-married,Other-relative,White,Male,40,Mexico,<=50K
20,Some-college,Never-married,Not-in-family,White,Male,35,United-States,<=50K
44,HS-grad,Widowed,Unmarried,Black,Female,40,United-States,<=50K
51,HS-grad,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
20,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
17,11th,Never-married,Own-child,White,Female,5,United-States,<=50K
19,HS-grad,Never-married,Own-child,Black,Female,40,United-States,<=50K
45,Some-college,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
60,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
42,Assoc-acdm,Married-civ-spouse,Husband,Black,Male,40,,>50K
44,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
40,Assoc-voc,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,United-States,>50K
30,HS-grad,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
38,Some-college,Married-civ-spouse,Husband,Black,Male,50,United-States,<=50K
23,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
32,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
44,Assoc-acdm,Never-married,Own-child,White,Male,40,United-States,<=50K
54,HS-grad,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
32,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
50,1st-4th,Married-spouse-absent,Unmarried,White,Male,40,United-States,<=50K
24,Bachelors,Never-married,Not-in-family,White,Female,20,United-States,<=50K
37,HS-grad,Married-civ-spouse,Wife,White,Female,60,United-States,<=50K
52,HS-grad,Divorced,Unmarried,White,Male,40,United-States,<=50K
38,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
49,Masters,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
30,Bachelors,Married-civ-spouse,Wife,White,Female,16,United-States,>50K
60,Some-college,Never-married,Unmarried,White,Male,40,United-States,>50K
22,Some-college,Never-married,Own-child,White,Male,40,United-States,<=50K
35,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
30,HS-grad,Never-married,Not-in-family,White,Male,60,United-States,<=50K
67,Assoc-voc,Divorced,Not-in-family,White,Female,24,United-States,<=50K
46,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
17,9th,Never-married,Not-in-family,White,Male,6,United-States,<=50K
22,Some-college,Never-married,Own-child,White,Male,30,United-States,<=50K
27,10th,Never-married,Not-in-family,White,Male,40,United-States,<=50K
23,HS-grad,Never-married,Unmarried,White,Female,35,United-States,<=50K
33,Assoc-acdm,Married-civ-spouse,Husband,White,Male,45,Portugal,<=50K
43,Some-college,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
28,Bachelors,Never-married,Not-in-family,White,Male,20,United-States,<=50K
41,HS-grad,Married-spouse-absent,Unmarried,White,Female,40,United-States,<=50K
52,12th,Never-married,Other-relative,Black,Male,40,United-States,<=50K
25,Some-college,Married-spouse-absent,Own-child,Black,Female,20,United-States,<=50K
63,1st-4th,Married-civ-spouse,Husband,White,Male,35,United-States,<=50K
59,HS-grad,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
45,Bachelors,Divorced,Unmarried,White,Female,40,United-States,<=50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
40,HS-grad,Never-married,Not-in-family,White,Female,35,United-States,<=50K
46,HS-grad,Divorced,Not-in-family,White,Male,40,United-States,<=50K
35,Assoc-acdm,Never-married,Not-in-family,White,Female,60,United-States,<=50K
34,HS-grad,Divorced,Unmarried,White,Female,25,United-States,<=50K
33,Bachelors,Never-married,Own-child,White,Male,20,United-States,<=50K
41,HS-grad,Divorced,Unmarried,White,Female,36,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Male,40,United-States,<=50K
23,5th-6th,Never-married,Own-child,White,Male,40,El-Salvador,<=50K
26,Some-college,Never-married,Not-in-family,White,Female,35,United-States,<=50K
72,HS-grad,Married-civ-spouse,Husband,White,Male,20,United-States,<=50K
23,HS-grad,Never-married,Not-in-family,White,Male,40,Poland,<=50K
62,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
52,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
58,Some-college,Divorced,Unmarried,White,Female,42,France,<=50K
25,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
24,Bachelors,Never-married,Not-in-family,Black,Male,40,United-States,<=50K
19,Some-college,Never-married,Own-child,White,Male,8,United-States,<=50K
43,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
47,HS-grad,Separated,Unmarried,Black,Female,40,United-States,<=50K
39,HS-grad,Divorced,Unmarried,White,Female,40,United-States,<=50K
49,Assoc-voc,Married-spouse-absent,Unmarried,White,Male,42,United-States,<=50K
53,5th-6th,Widowed,Unmarried,Black,Female,30,United-States,<=50K
32,Assoc-voc,Never-married,Not-in-family,White,Male,45,United-States,<=50K
34,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
28,HS-grad,Divorced,Not-in-family,White,Male,45,United-States,<=50K
57,Assoc-voc,Widowed,Unmarried,White,Female,38,United-States,<=50K
25,Some-college,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,20,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Male,24,United-States,<=50K
21,Some-college,Never-married,Unmarried,White,Female,35,United-States,<=50K
34,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,80,United-States,>50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
24,Some-college,Divorced,Not-in-family,Black,Male,50,United-States,<=50K
37,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
44,Some-college,Divorced,Unmarried,White,Male,58,United-States,>50K
28,Some-college,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
42,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
74,Some-college,Divorced,Not-in-family,White,Female,9,United-States,<=50K
38,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
44,Masters,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
44,11th,Divorced,Unmarried,Other,Female,46,Puerto-Rico,<=50K
26,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
36,HS-grad,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
41,Assoc-acdm,Married-civ-spouse,Wife,White,Female,50,United-States,>50K
67,Prof-school,Married-civ-spouse,Husband,White,Male,48,United-States,>50K
39,12th,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
57,1st-4th,Widowed,Not-in-family,Black,Female,30,United-States,<=50K
29,Assoc-voc,Separated,Not-in-family,White,Male,40,United-States,<=50K
31,Bachelors,Never-married,Not-in-family,White,Female,45,United-States,<=50K
34,HS-grad,Never-married,Unmarried,Black,Female,40,United-States,<=50K
44,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
29,Doctorate,Never-married,Own-child,White,Male,40,United-States,<=50K
30,Some-college,Never-married,Unmarried,White,Female,40,United-States,<=50K
27,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
27,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
32,HS-grad,Never-married,Not-in-family,White,Female,45,United-States,<=50K
58,10th,Married-civ-spouse,Wife,White,Female,8,United-States,<=50K
35,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
21,HS-grad,Never-married,Own-child,White,Male,36,United-States,<=50K
28,Some-college,Never-married,Unmarried,White,Male,40,United-States,<=50K
46,Some-college,Divorced,Not-in-family,White,Male,50,United-States,<=50K
36,HS-grad,Separated,Unmarried,White,Female,40,United-States,<=50K
72,11th,Widowed,Unmarried,White,Female,40,United-States,<=50K
35,HS-grad,Married-civ-spouse,Wife,Black,Female,40,United-States,<=50K
33,Assoc-voc,Divorced,Unmarried,Black,Female,40,United-States,>50K
69,11th,Never-married,Not-in-family,White,Female,40,United-States,<=50K
35,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
31,HS-grad,Separated,Unmarried,White,Female,20,,<=50K
34,HS-grad,Married-civ-spouse,Wife,White,Female,32,United-States,<=50K
30,11th,Married-civ-spouse,Husband,White,Male,40,Mexico,<=50K
28,Bachelors,Never-married,Not-in-family,White,Male,55,United-States,<=50K
54,Bachelors,Married-civ-spouse,Husband,White,Male,35,United-States,>50K
47,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
24,HS-grad,Never-married,Unmarried,Black,Female,40,United-States,<=50K
52,Bachelors,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
20,HS-grad,Never-married,Own-child,Amer-Indian-Eskimo,Male,48,United-States,<=50K
43,Masters,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
45,7th-8th,Separated,Unmarried,White,Female,40,Mexico,<=50K
29,HS-grad,Separated,Not-in-family,White,Male,35,United-States,<=50K
47,Masters,Divorced,Unmarried,White,Male,42,United-States,<=50K
24,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
51,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
17,11th,Never-married,Own-child,White,Male,12,United-States,<=50K
37,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
27,Doctorate,Never-married,Not-in-family,White,Female,70,United-States,<=50K
29,Bachelors,Married-civ-spouse,Wife,White,Male,40,United-States,>50K
18,12th,Never-married,Own-child,White,Male,25,United-States,<=50K
36,Assoc-acdm,Divorced,Unmarried,White,Female,35,United-States,<=50K
58,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
26,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
65,Some-college,Married-civ-spouse,Husband,White,Male,30,United-States,>50K
57,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
59,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
27,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
31,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
21,Some-college,Never-married,Own-child,White,Female,24,United-States,<=50K
29,Some-college,Never-married,Not-in-family,White,Male,60,United-States,<=50K
18,11th,Never-married,Own-child,White,Male,40,United-States,<=50K
52,10th,Married-civ-spouse,Husband,White,Male,47,United-States,>50K
57,Bachelors,Divorced,Not-in-family,White,Male,80,United-States,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
55,HS-grad,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,40,United-States,<=50K
60,7th-8th,Never-married,Not-in-family,White,Male,48,United-States,>50K
31,Bachelors,Married-civ-spouse,Husband,White,Male,40,Canada,>50K
23,Bachelors,Never-married,Own-child,White,Female,40,United-States,<=50K
27,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
23,Some-college,Never-married,Unmarried,Amer-Indian-Eskimo,Female,25,United-States,<=50K
42,Prof-school,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
25,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
49,Bachelors,Never-married,Not-in-family,White,Female,45,United-States,<=50K
32,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,<=50K
19,Some-college,Never-married,Own-child,White,Male,28,United-States,<=50K
60,7th-8th,Divorced,Not-in-family,White,Female,40,United-States,<=50K
42,9th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
35,Assoc-acdm,Never-married,Not-in-family,White,Male,40,United-States,<=50K
48,HS-grad,Never-married,Unmarried,Black,Female,37,United-States,<=50K
51,Masters,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
29,HS-grad,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K
36,HS-grad,Separated,Not-in-family,Black,Male,40,United-States,<=50K
17,10th,Never-married,Own-child,White,Female,21,United-States,<=50K
52,Masters,Divorced,Not-in-family,White,Female,60,United-States,<=50K
24,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
24,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
26,Bachelors,Never-married,Own-child,White,Male,40,United-States,<=50K
27,Bachelors,Never-married,Own-child,White,Female,20,United-States,<=50K
39,HS-grad,Never-married,Own-child,White,Male,60,United-States,<=50K
30,HS-grad,Married-civ-spouse,Husband,Black,Male,45,United-States,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,32,United-States,<=50K
52,Bachelors,Married-civ-spouse,Husband,White,Male,55,United-States,<=50K
46,Prof-school,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
23,Bachelors,Never-married,Own-child,White,Female,20,United-States,<=50K
